,tags,LABEL,count_suno,count_udio,total,length,is_genre,is_instrument,POS,is_voice,is_bpm,is_year,is_key,is_structure
15447,musical,GENRE/STYLE,23.0,15.0,38.0,7.0,True,False,ADJ,False,False,False,False,False
15461,musical theater and entertainment,GENRE/STYLE,0.0,40.0,40.0,33.0,True,False,"ADJ, NOUN, CCONJ, NOUN",False,False,False,False,False
15476,mutation funk,GENRE/STYLE,42.0,0.0,42.0,13.0,True,False,"PROPN, VERB",False,False,False,False,False
17150,power pop,GENRE/STYLE,29.0,179.0,208.0,9.0,True,False,"NOUN, NOUN",False,False,False,False,False
17140,power metal,GENRE/STYLE,187.0,205.0,392.0,11.0,True,False,"NOUN, NOUN",False,False,False,False,False
15551,nashville sound,GENRE/STYLE,0.0,28.0,28.0,15.0,True,False,"PROPN, PROPN",False,False,False,False,False
17123,power ballad,GENRE/STYLE,36.0,22.0,58.0,12.0,True,False,"NOUN, PROPN",False,False,False,False,False
15350,motown sound,GENRE/STYLE,0.0,20.0,20.0,12.0,True,False,"ADJ, NOUN",False,False,False,False,False
17088,post-minimalism,GENRE/STYLE,1.0,13.0,14.0,15.0,True,False,"ADJ, ADJ, NOUN",False,False,False,False,False
15878,northern american music,GENRE/STYLE,0.0,503.0,503.0,23.0,True,False,"ADJ, ADJ, NOUN",False,False,False,False,False
17086,post-metal,GENRE/STYLE,12.0,7.0,19.0,10.0,True,False,"ADJ, ADJ, NOUN",False,False,False,False,False
17001,pop/rock,GENRE/STYLE,8.0,32.0,40.0,8.0,True,False,"NOUN, SYM, NOUN",False,False,False,False,False
16987,pop-rock,GENRE/STYLE,75.0,12.0,87.0,8.0,True,False,"NOUN, PUNCT, NOUN",False,False,False,False,False
16983,pop-punk,GENRE/STYLE,40.0,13.0,53.0,8.0,True,False,"VERB, PUNCT, NOUN",False,False,False,False,False
16547,phonk,GENRE/STYLE,225.0,37.0,262.0,5.0,True,False,VERB,False,False,False,False,False
16982,pop-metal,GENRE/STYLE,5.0,12.0,17.0,9.0,True,False,"NOUN, PUNCT, NOUN",False,False,False,False,False
16950,pop soul,GENRE/STYLE,15.0,241.0,256.0,8.0,True,False,"NOUN, NOUN",False,False,False,False,False
16936,pop rock,GENRE/STYLE,334.0,1419.0,1753.0,8.0,True,False,"NOUN, NOUN",False,False,False,False,False
16933,pop reggae,GENRE/STYLE,2.0,41.0,43.0,10.0,True,False,"NOUN, NOUN",False,False,False,False,False
16757,plugg,GENRE/STYLE,3.0,7.0,10.0,5.0,True,False,NOUN,False,False,False,False,False
16440,pastoral,GENRE/STYLE,0.0,145.0,145.0,8.0,True,False,PROPN,False,False,False,False,False
16761,plunderphonics,GENRE/STYLE,3.0,7.0,10.0,14.0,True,False,NOUN,False,False,False,False,False
16774,poetry,GENRE/STYLE,6.0,9.0,15.0,6.0,True,False,NOUN,False,False,False,False,False
16920,pop punk,GENRE/STYLE,122.0,197.0,319.0,8.0,True,False,"NOUN, NOUN",False,False,False,False,False
16910,pop music,GENRE/STYLE,14.0,9.0,23.0,9.0,True,False,"NOUN, NOUN",False,False,False,False,False
16794,political hip hop,GENRE/STYLE,0.0,18.0,18.0,17.0,True,False,"ADJ, NOUN, NOUN",False,False,False,False,False
16798,polka,GENRE/STYLE,25.0,8.0,33.0,5.0,True,False,PROPN,False,False,False,False,False
16824,pop,GENRE/STYLE,3966.0,2308.0,6274.0,3.0,True,False,VERB,False,False,False,False,False
16838,pop ballad,GENRE/STYLE,18.0,3.0,21.0,10.0,True,False,"NOUN, NOUN",False,False,False,False,False
16859,pop dance,GENRE/STYLE,11.0,1.0,12.0,9.0,True,False,"NOUN, NOUN",False,False,False,False,False
16885,pop general,GENRE/STYLE,0.0,12.0,12.0,11.0,True,False,"NOUN, NOUN",False,False,False,False,False
16932,pop rap,GENRE/STYLE,22.0,607.0,629.0,7.0,True,False,"NOUN, NOUN",False,False,False,False,False
15062,minimalism,GENRE/STYLE,9.0,16.0,25.0,10.0,True,False,NOUN,False,False,False,False,False
17038,post grunge,GENRE/STYLE,13.0,6.0,19.0,11.0,True,False,"NOUN, NOUN",False,False,False,False,False
16358,p-funk backing and grooves,GENRE/STYLE,11.0,0.0,11.0,26.0,True,False,"NOUN, PUNCT, NOUN, NOUN, CCONJ, NOUN",False,False,False,False,False
17081,post-industrial,GENRE/STYLE,4.0,67.0,71.0,15.0,True,False,"ADJ, ADJ, ADJ",False,False,False,False,False
15917,novelty,GENRE/STYLE,6.0,5.0,11.0,7.0,True,False,NOUN,False,False,False,False,False
15933,nu jazz,GENRE/STYLE,10.0,28.0,38.0,7.0,True,False,"PROPN, NOUN",False,False,False,False,False
15937,nu metal,GENRE/STYLE,242.0,252.0,494.0,8.0,True,False,"PROPN, NOUN",False,False,False,False,False
15949,nu-disco,GENRE/STYLE,22.0,44.0,66.0,8.0,True,False,"PROPN, NOUN, PROPN",False,False,False,False,False
15953,nu-metal,GENRE/STYLE,57.0,7.0,64.0,8.0,True,False,"PROPN, NOUN, NOUN",False,False,False,False,False
17069,post-hardcore,GENRE/STYLE,80.0,145.0,225.0,13.0,True,False,"ADJ, ADJ, ADJ",False,False,False,False,False
16033,oi,GENRE/STYLE,41.0,0.0,41.0,2.0,True,False,INTJ,False,False,False,False,False
16042,old country,GENRE/STYLE,7.0,7.0,14.0,11.0,True,False,"ADJ, NOUN",False,False,False,False,False
17039,post hardcore,GENRE/STYLE,22.0,2.0,24.0,13.0,True,False,"PROPN, ADV",False,False,False,False,False
17063,post-grunge,GENRE/STYLE,38.0,273.0,311.0,11.0,True,False,"ADJ, NOUN, ADJ",False,False,False,False,False
17057,post-britpop,GENRE/STYLE,4.0,28.0,32.0,12.0,True,False,"ADJ, ADJ, ADJ",False,False,False,False,False
16144,opera,GENRE/STYLE,151.0,45.0,196.0,5.0,True,False,NOUN,False,False,False,False,False
17055,post-bop,GENRE/STYLE,0.0,14.0,14.0,8.0,True,False,"ADJ, ADJ, ADJ",False,False,False,False,False
16192,orchestra,GENRE/STYLE,126.0,45.0,171.0,9.0,True,False,PROPN,False,False,False,False,False
16202,orchestral,GENRE/STYLE,500.0,282.0,782.0,10.0,True,False,ADJ,False,False,False,False,False
16227,orchestral pop,GENRE/STYLE,11.0,38.0,49.0,14.0,True,False,"ADJ, NOUN",False,False,False,False,False
16320,outlaw country,GENRE/STYLE,15.0,89.0,104.0,14.0,True,False,"NOUN, NOUN",False,False,False,False,False
17043,post punk,GENRE/STYLE,12.0,3.0,15.0,9.0,True,False,"PROPN, NOUN",False,False,False,False,False
16357,p-funk,GENRE/STYLE,11.0,1.0,12.0,6.0,True,False,"NOUN, PUNCT, NOUN",False,False,False,False,False
17062,post-glitch,GENRE/STYLE,12.0,1.0,13.0,11.0,True,False,"ADJ, ADJ, ADJ",False,False,False,False,False
15058,minimal techno,GENRE/STYLE,13.0,17.0,30.0,14.0,True,False,"ADJ, NOUN",False,False,False,False,False
17376,progressive electronic,GENRE/STYLE,2.0,53.0,55.0,22.0,True,False,"ADJ, ADJ",False,False,False,False,False
17382,progressive house,GENRE/STYLE,62.0,184.0,246.0,17.0,True,False,"PROPN, NOUN",False,False,False,False,False
12986,jazz-funk,GENRE/STYLE,2.0,64.0,66.0,9.0,True,False,"NOUN, PUNCT, NOUN",False,False,False,False,False
12989,jazz-rock,GENRE/STYLE,3.0,25.0,28.0,9.0,True,False,"NOUN, PUNCT, NOUN",False,False,False,False,False
12999,jazzy,GENRE/STYLE,12.0,3.0,15.0,5.0,True,False,PROPN,False,False,False,False,False
13059,jpop,GENRE/STYLE,30.0,15.0,45.0,4.0,True,False,PROPN,False,False,False,False,False
13083,jungle,GENRE/STYLE,37.0,14.0,51.0,6.0,True,False,NOUN,False,False,False,False,False
13104,k-pop,GENRE/STYLE,200.0,106.0,306.0,5.0,True,False,"X, NOUN, NOUN",False,False,False,False,False
13141,kawaii metal,GENRE/STYLE,9.0,3.0,12.0,12.0,True,False,"PROPN, NOUN",False,False,False,False,False
18051,regional music,GENRE/STYLE,0.0,721.0,721.0,14.0,True,False,"ADJ, NOUN",False,False,False,False,False
13279,kpop,GENRE/STYLE,118.0,21.0,139.0,4.0,False,False,VERB,False,False,False,False,False
12984,jazz vocals,GENRE/STYLE,0.0,10.0,10.0,11.0,True,False,"NOUN, NOUN",True,False,False,False,False
13287,krautrock,GENRE/STYLE,10.0,1.0,11.0,9.0,True,False,NOUN,False,False,False,False,False
13383,latin pop,GENRE/STYLE,11.0,18.0,29.0,9.0,True,False,"PROPN, VERB",False,False,False,False,False
18023,reggae,GENRE/STYLE,291.0,137.0,428.0,6.0,True,False,PROPN,False,False,False,False,False
17903,rave,GENRE/STYLE,40.0,7.0,47.0,4.0,True,False,VERB,False,False,False,False,False
13609,live music,GENRE/STYLE,11.0,1.0,12.0,10.0,True,False,"ADJ, NOUN",False,False,False,False,False
17853,rapcore,GENRE/STYLE,5.0,7.0,12.0,7.0,True,False,PROPN,False,False,False,False,False
13648,lo-fi,GENRE/STYLE,368.0,53.0,421.0,5.0,True,False,"PROPN, PUNCT, NOUN",False,False,False,False,False
13667,lo-fi hip hop,GENRE/STYLE,10.0,7.0,17.0,13.0,True,False,"NOUN, PUNCT, NOUN, NOUN, NOUN",False,False,False,False,False
13697,lofi,GENRE/STYLE,73.0,3.0,76.0,4.0,False,False,ADV,False,False,False,False,False
17852,rap/hip-hop,GENRE/STYLE,2.0,30.0,32.0,11.0,True,False,"PROPN, SYM, NOUN, PUNCT, NOUN",False,False,False,False,False
18043,reggaeton,GENRE/STYLE,55.0,9.0,64.0,9.0,True,False,PROPN,False,False,False,False,False
17831,rap rock,GENRE/STYLE,43.0,42.0,85.0,8.0,True,False,"PROPN, NOUN",False,False,False,False,False
12971,jazz rap,GENRE/STYLE,6.0,74.0,80.0,8.0,True,False,"NOUN, PROPN",False,False,False,False,False
12954,jazz fusion,GENRE/STYLE,25.0,71.0,96.0,11.0,True,False,"NOUN, NOUN",False,False,False,False,False
7815,electro,GENRE/STYLE,773.0,189.0,962.0,7.0,True,False,PROPN,False,False,False,False,False
12392,industrial rock,GENRE/STYLE,23.0,39.0,62.0,15.0,True,False,"ADJ, NOUN",False,False,False,False,False
12396,industrial techno,GENRE/STYLE,4.0,8.0,12.0,17.0,True,False,"ADJ, NOUN",False,False,False,False,False
18364,rnb,GENRE/STYLE,104.0,12.0,116.0,3.0,True,False,NOUN,False,False,False,False,False
18309,riddim,GENRE/STYLE,16.0,9.0,25.0,6.0,True,False,PROPN,False,False,False,False,False
18228,rhythm and blues,GENRE/STYLE,15.0,8.0,23.0,16.0,True,False,"NOUN, CCONJ, NOUN",False,False,False,False,False
18227,rhythm & blues,GENRE/STYLE,2.0,66.0,68.0,14.0,True,False,"PROPN, CCONJ, NOUN",False,False,False,False,False
18172,retrowave,GENRE/STYLE,22.0,20.0,42.0,9.0,True,False,VERB,False,False,False,False,False
12710,irish,GENRE/STYLE,10.0,0.0,10.0,5.0,False,False,PROPN,False,False,False,False,False
12967,jazz pop,GENRE/STYLE,7.0,30.0,37.0,8.0,True,False,"NOUN, NOUN",False,False,False,False,False
12721,irish folk,GENRE/STYLE,16.0,13.0,29.0,10.0,True,False,"ADJ, NOUN",False,False,False,False,False
12779,italo disco,GENRE/STYLE,10.0,2.0,12.0,11.0,True,False,"ADJ, NOUN",False,False,False,False,False
12784,italo-disco,GENRE/STYLE,8.0,6.0,14.0,11.0,True,False,"NOUN, PUNCT, NOUN",False,False,False,False,False
12803,j-pop,GENRE/STYLE,159.0,126.0,285.0,5.0,True,False,"X, PUNCT, NOUN",False,False,False,False,False
12811,j-rock,GENRE/STYLE,28.0,48.0,76.0,6.0,True,False,"X, NOUN, NOUN",False,False,False,False,False
12832,jamaican music,GENRE/STYLE,1.0,103.0,104.0,14.0,True,False,"ADJ, NOUN",False,False,False,False,False
12843,jangle pop,GENRE/STYLE,4.0,36.0,40.0,10.0,True,False,"PROPN, NOUN",False,False,False,False,False
12893,japanese pop,GENRE/STYLE,5.0,5.0,10.0,12.0,True,False,"ADJ, VERB",False,False,False,False,False
12929,jazz,GENRE/STYLE,482.0,355.0,837.0,4.0,True,False,NOUN,False,False,False,False,False
12952,jazz funk,GENRE/STYLE,7.0,10.0,17.0,9.0,True,False,"NOUN, NOUN",False,False,False,False,False
12722,irish folk music,GENRE/STYLE,0.0,22.0,22.0,16.0,True,False,"ADJ, NOUN, NOUN",False,False,False,False,False
12362,industrial,GENRE/STYLE,141.0,42.0,183.0,10.0,True,False,ADJ,False,False,False,False,False
17823,rap metal,GENRE/STYLE,15.0,22.0,37.0,9.0,True,False,"PROPN, NOUN",False,False,False,False,False
17798,rap,GENRE/STYLE,1213.0,240.0,1453.0,3.0,True,False,VERB,False,False,False,False,False
17397,progressive rock,GENRE/STYLE,73.0,231.0,304.0,16.0,True,False,"ADJ, NOUN",False,False,False,False,False
14630,melodic black metal,GENRE/STYLE,2.0,12.0,14.0,19.0,True,False,"ADJ, ADJ, NOUN",False,False,False,False,False
14639,melodic death metal,GENRE/STYLE,20.0,58.0,78.0,19.0,True,False,"ADJ, NOUN, NOUN",False,False,False,False,False
14645,melodic dubstep,GENRE/STYLE,17.0,27.0,44.0,15.0,True,False,"ADJ, NOUN",False,False,False,False,False
14677,melodic hardcore,GENRE/STYLE,8.0,26.0,34.0,16.0,True,False,"PROPN, PROPN",False,False,False,False,False
14714,melodic metal,GENRE/STYLE,32.0,17.0,49.0,13.0,True,False,"ADJ, NOUN",False,False,False,False,False
14717,melodic metalcore,GENRE/STYLE,21.0,86.0,107.0,17.0,True,False,"PROPN, NOUN",False,False,False,False,False
14749,melodic rock,GENRE/STYLE,26.0,18.0,44.0,12.0,True,False,"PROPN, NOUN",False,False,False,False,False
14768,melodic techno,GENRE/STYLE,24.0,11.0,35.0,14.0,True,False,"ADJ, NOUN",False,False,False,False,False
17401,progressive trance,GENRE/STYLE,18.0,119.0,137.0,18.0,True,False,"ADJ, NOUN",False,False,False,False,False
14770,melodic trance,GENRE/STYLE,5.0,6.0,11.0,14.0,True,False,"PROPN, NOUN",False,False,False,False,False
17391,progressive pop,GENRE/STYLE,0.0,36.0,36.0,15.0,True,False,"ADJ, NOUN",False,False,False,False,False
14839,memphis soul,GENRE/STYLE,16.0,6.0,22.0,12.0,True,False,"DET, NOUN",False,False,False,False,False
17389,progressive metalcore,GENRE/STYLE,1.0,11.0,12.0,21.0,True,False,"ADJ, NOUN",False,False,False,False,False
14863,merseybeat,GENRE/STYLE,10.0,0.0,10.0,10.0,True,False,NOUN,False,False,False,False,True
14870,metal,GENRE/STYLE,675.0,1119.0,1794.0,5.0,True,False,NOUN,False,False,False,False,False
14909,metalcore,GENRE/STYLE,158.0,193.0,351.0,9.0,True,False,VERB,False,False,False,False,False
14954,microtonal,GENRE/STYLE,7.0,4.0,11.0,10.0,True,False,ADJ,False,False,False,False,False
17386,progressive metal,GENRE/STYLE,50.0,173.0,223.0,17.0,True,False,"ADJ, NOUN",False,False,False,False,False
14998,midwest emo,GENRE/STYLE,30.0,11.0,41.0,11.0,True,False,"PROPN, NOUN",False,False,False,False,False
17394,progressive psytrance,GENRE/STYLE,4.0,8.0,12.0,21.0,True,False,"ADJ, NOUN",False,False,False,False,False
13813,lounge,GENRE/STYLE,26.0,11.0,37.0,6.0,True,False,VERB,False,False,False,False,False
17445,psybient,GENRE/STYLE,4.0,8.0,12.0,8.0,True,False,VERB,False,False,False,False,False
14447,meditation,GENRE/STYLE,7.0,3.0,10.0,10.0,True,False,NOUN,False,False,False,False,False
13820,love metal,GENRE/STYLE,0.0,12.0,12.0,10.0,True,False,"NOUN, NOUN",False,False,False,False,False
13823,love song,GENRE/STYLE,33.0,6.0,39.0,9.0,True,False,"NOUN, NOUN",False,False,False,False,False
13905,lullaby,GENRE/STYLE,36.0,9.0,45.0,7.0,True,False,PROPN,False,False,False,False,False
17759,rain,GENRE/STYLE,37.0,6.0,43.0,4.0,True,False,NOUN,False,False,False,False,False
17751,ragtime,GENRE/STYLE,14.0,12.0,26.0,7.0,True,False,NOUN,False,False,False,False,False
17707,r&b/soul,GENRE/STYLE,10.0,7.0,17.0,8.0,True,False,"NOUN, SYM, NOUN",False,False,False,False,False
17674,r&b,GENRE/STYLE,584.0,873.0,1457.0,3.0,True,False,NOUN,False,False,False,False,False
17646,quiet storm,GENRE/STYLE,5.0,13.0,18.0,11.0,True,False,"ADJ, NOUN",False,False,False,False,False
17597,punk rock,GENRE/STYLE,116.0,206.0,322.0,9.0,True,False,"PROPN, NOUN",False,False,False,False,False
17450,psychedelia,GENRE/STYLE,4.0,112.0,116.0,11.0,True,False,PROPN,False,False,False,False,False
17593,punk pop,GENRE/STYLE,9.0,9.0,18.0,8.0,True,False,"NOUN, NOUN",False,False,False,False,False
17525,psytrance,GENRE/STYLE,20.0,43.0,63.0,9.0,True,False,NOUN,False,False,False,False,False
17501,psychedelic trance,GENRE/STYLE,8.0,5.0,13.0,18.0,True,False,"ADJ, NOUN",False,False,False,False,False
17498,psychedelic soul,GENRE/STYLE,5.0,13.0,18.0,16.0,True,False,"ADJ, NOUN",False,False,False,False,False
14330,mariachi,GENRE/STYLE,12.0,6.0,18.0,8.0,True,False,PROPN,False,False,False,False,False
17494,psychedelic rock,GENRE/STYLE,66.0,132.0,198.0,16.0,True,False,"ADJ, NOUN",False,False,False,False,False
17487,psychedelic pop,GENRE/STYLE,13.0,69.0,82.0,15.0,True,False,"ADJ, NOUN",False,False,False,False,False
14370,math rock,GENRE/STYLE,66.0,8.0,74.0,9.0,True,False,"NOUN, NOUN",False,False,False,False,False
17471,psychedelic folk,GENRE/STYLE,5.0,14.0,19.0,16.0,True,False,"ADJ, NOUN",False,False,False,False,False
14403,medieval,GENRE/STYLE,72.0,23.0,95.0,8.0,True,False,ADJ,False,False,False,False,False
17585,punk,GENRE/STYLE,263.0,71.0,334.0,4.0,True,False,NOUN,False,False,False,False,False
7743,electric blues,GENRE/STYLE,15.0,65.0,80.0,14.0,True,False,"ADJ, NOUN",False,False,False,False,False
16908,pop metal,GENRE/STYLE,9.0,6.0,15.0,9.0,True,False,"NOUN, NOUN",False,False,False,False,False
21469,teen pop,GENRE/STYLE,12.0,91.0,103.0,8.0,True,False,"ADJ, NOUN",False,False,False,False,False
3121,bardcore,GENRE/STYLE,4.0,11.0,15.0,8.0,True,False,ADV,False,False,False,False,False
3116,bard,GENRE/STYLE,11.0,0.0,11.0,4.0,True,False,NOUN,False,False,False,False,False
5290,coldwave,GENRE/STYLE,8.0,6.0,14.0,8.0,True,False,VERB,False,False,False,False,False
22259,uk hip hop,GENRE/STYLE,3.0,21.0,24.0,10.0,True,False,"PROPN, PROPN, NOUN",False,False,False,False,False
22263,uk pop,GENRE/STYLE,4.0,6.0,10.0,6.0,True,False,"PROPN, VERB",False,False,False,False,False
3075,ballads,GENRE/STYLE,6.0,13.0,19.0,7.0,False,False,NOUN,False,False,False,False,False
3144,baroque,GENRE/STYLE,23.0,18.0,41.0,7.0,True,False,NOUN,False,False,False,False,False
3064,ballad,GENRE/STYLE,436.0,273.0,709.0,6.0,True,False,PROPN,False,False,False,False,False
2945,avant-garde,GENRE/STYLE,25.0,62.0,87.0,11.0,True,False,"ADV, PUNCT, X",False,False,False,False,False
2920,australian rock,GENRE/STYLE,4.0,8.0,12.0,15.0,True,False,"ADJ, NOUN",False,False,False,False,False
5315,comedy,GENRE/STYLE,15.0,20.0,35.0,6.0,True,False,NOUN,False,False,False,False,False
5318,comedy rap,GENRE/STYLE,3.0,7.0,10.0,10.0,True,False,"NOUN, NOUN",False,False,False,False,False
5319,comedy rock,GENRE/STYLE,7.0,6.0,13.0,11.0,True,False,"NOUN, NOUN",False,False,False,False,False
22318,underground rap,GENRE/STYLE,8.0,2.0,10.0,15.0,True,False,"INTJ, NOUN",False,False,False,False,False
2952,avant-garde jazz,GENRE/STYLE,3.0,11.0,14.0,16.0,True,False,"ADJ, PUNCT, ADJ, NOUN",False,False,False,False,False
5381,complextro,GENRE/STYLE,7.0,31.0,38.0,10.0,True,False,NOUN,False,False,False,False,False
3149,baroque music,GENRE/STYLE,4.0,8.0,12.0,13.0,True,False,"ADJ, NOUN",False,False,False,False,False
5245,cloud rap,GENRE/STYLE,27.0,51.0,78.0,9.0,True,False,"PROPN, PROPN",False,False,False,False,False
4963,cinematic classical,GENRE/STYLE,1.0,98.0,99.0,19.0,True,False,"ADJ, PROPN",False,False,False,False,False
5004,city pop,GENRE/STYLE,42.0,27.0,69.0,8.0,True,False,"NOUN, NOUN",False,False,False,False,False
3265,bassline,GENRE/STYLE,38.0,26.0,64.0,8.0,True,False,NOUN,False,False,False,False,False
5026,classic,GENRE/STYLE,65.0,14.0,79.0,7.0,False,False,NOUN,False,False,False,False,False
5034,classic country,GENRE/STYLE,10.0,13.0,23.0,15.0,True,False,"ADJ, NOUN",False,False,False,False,False
5060,classic rock,GENRE/STYLE,60.0,76.0,136.0,12.0,True,False,"ADJ, NOUN",False,False,False,False,False
3150,baroque pop,GENRE/STYLE,10.0,51.0,61.0,11.0,True,False,"ADJ, NOUN",False,False,False,False,False
5073,classical,GENRE/STYLE,176.0,111.0,287.0,9.0,True,False,ADJ,False,False,False,False,False
5091,classical music,GENRE/STYLE,19.0,203.0,222.0,15.0,True,False,"ADJ, NOUN",False,False,False,False,False
21340,tango,GENRE/STYLE,7.0,4.0,11.0,5.0,True,False,PROPN,False,False,False,False,False
21256,synthwave,GENRE/STYLE,489.0,179.0,668.0,9.0,True,False,VERB,False,False,False,False,False
22255,uk garage,GENRE/STYLE,26.0,9.0,35.0,9.0,True,False,"PROPN, NOUN",False,False,False,False,False
5206,clear sound,GENRE/STYLE,13.0,0.0,13.0,11.0,True,False,"ADJ, NOUN",False,False,False,False,False
21246,synthpop,GENRE/STYLE,101.0,627.0,728.0,8.0,True,False,NOUN,False,False,False,False,False
5080,classical crossover,GENRE/STYLE,4.0,34.0,38.0,19.0,True,False,"ADJ, NOUN",False,False,False,False,False
21359,tar,GENRE/STYLE,23.0,0.0,23.0,3.0,True,False,NOUN,False,False,False,False,False
2813,atmosphere,GENRE/STYLE,7.0,3.0,10.0,10.0,True,False,NOUN,False,False,False,False,False
2755,art rock,GENRE/STYLE,23.0,115.0,138.0,8.0,True,False,"PROPN, NOUN",False,False,False,False,False
5511,cool jazz,GENRE/STYLE,2.0,16.0,18.0,9.0,True,False,"ADJ, NOUN",False,False,False,False,False
22744,viking metal,GENRE/STYLE,10.0,3.0,13.0,12.0,True,False,"VERB, NOUN",False,False,False,False,False
2169,americana,GENRE/STYLE,25.0,139.0,164.0,9.0,True,False,NOUN,False,False,False,False,False
2152,american folk music,GENRE/STYLE,0.0,21.0,21.0,19.0,True,False,"ADJ, NOUN, NOUN",False,False,False,False,False
5551,country,GENRE/STYLE,835.0,605.0,1440.0,7.0,True,False,NOUN,False,False,False,False,False
5565,country blues,GENRE/STYLE,15.0,35.0,50.0,13.0,True,False,"NOUN, NOUN",False,False,False,False,False
22729,video game music,GENRE/STYLE,0.0,20.0,20.0,16.0,True,False,"NOUN, NOUN, NOUN",False,False,False,False,False
3845,boy band,GENRE/STYLE,13.0,14.0,27.0,8.0,True,False,"PROPN, NOUN",False,False,False,False,False
2112,ambient pop,GENRE/STYLE,7.0,68.0,75.0,11.0,True,False,"ADJ, NOUN",False,False,False,False,False
2095,ambient house,GENRE/STYLE,8.0,7.0,15.0,13.0,True,False,"NOUN, PROPN",False,False,False,False,False
2072,ambient,GENRE/STYLE,399.0,276.0,675.0,7.0,True,False,NOUN,False,False,False,False,False
5587,country music,GENRE/STYLE,11.0,7.0,18.0,13.0,True,False,"NOUN, NOUN",False,False,False,False,False
5592,country pop,GENRE/STYLE,42.0,235.0,277.0,11.0,True,False,"NOUN, VERB",False,False,False,False,False
5595,country rap,GENRE/STYLE,17.0,9.0,26.0,11.0,True,False,"PROPN, PROPN",False,False,False,False,False
5574,country folk,GENRE/STYLE,11.0,6.0,17.0,12.0,True,False,"NOUN, NOUN",False,False,False,False,False
2783,asmr,GENRE/STYLE,9.0,8.0,17.0,4.0,True,False,PROPN,False,False,False,False,False
22618,vaporwave,GENRE/STYLE,54.0,12.0,66.0,9.0,True,False,VERB,False,False,False,False,False
2573,anime opening,GENRE/STYLE,16.0,2.0,18.0,13.0,True,False,"NOUN, VERB",False,False,False,False,False
5432,conscious hip hop,GENRE/STYLE,4.0,161.0,165.0,17.0,True,False,"ADJ, NOUN, NOUN",False,False,False,False,False
2752,art pop,GENRE/STYLE,17.0,111.0,128.0,7.0,True,False,"NOUN, NOUN",False,False,False,False,False
2702,arena rock,GENRE/STYLE,23.0,26.0,49.0,10.0,True,False,"PROPN, NOUN",False,False,False,False,False
5457,contemporary christian,GENRE/STYLE,13.0,18.0,31.0,22.0,True,False,"PROPN, PROPN",False,False,False,False,False
5467,contemporary country,GENRE/STYLE,4.0,181.0,185.0,20.0,True,False,"PROPN, NOUN",False,False,False,False,False
2645,aor,GENRE/STYLE,7.0,65.0,72.0,3.0,False,False,NOUN,False,False,False,False,False
2562,anime,GENRE/STYLE,170.0,11.0,181.0,5.0,True,False,NOUN,False,False,False,False,False
22538,uplifting trance,GENRE/STYLE,9.0,21.0,30.0,16.0,True,False,"VERB, NOUN",False,False,False,False,False
5475,contemporary jazz,GENRE/STYLE,0.0,12.0,12.0,17.0,True,False,"ADJ, NOUN",False,False,False,False,False
5478,contemporary pop,GENRE/STYLE,6.0,13.0,19.0,16.0,True,False,"ADJ, NOUN",False,False,False,False,False
5480,contemporary pop/rock,GENRE/STYLE,0.0,20.0,20.0,21.0,True,False,"ADJ, NOUN, SYM, NOUN",False,False,False,False,False
5482,contemporary r&b,GENRE/STYLE,14.0,659.0,673.0,16.0,True,False,"PROPN, PROPN",False,False,False,False,False
22575,us power metal,GENRE/STYLE,0.0,28.0,28.0,14.0,True,False,"PROPN, NOUN, NOUN",False,False,False,False,False
2599,anthem,GENRE/STYLE,114.0,9.0,123.0,6.0,True,False,NOUN,False,False,False,False,False
5470,contemporary folk,GENRE/STYLE,4.0,277.0,281.0,17.0,True,False,"PROPN, NOUN",False,False,False,False,False
4927,christmas music,GENRE/STYLE,0.0,15.0,15.0,15.0,True,False,"PROPN, NOUN",False,False,False,False,False
21368,tavern,GENRE/STYLE,13.0,0.0,13.0,6.0,True,False,ADV,False,False,False,False,False
4919,christian rock,GENRE/STYLE,14.0,13.0,27.0,14.0,True,False,"PROPN, NOUN",False,False,False,False,False
4108,brostep,GENRE/STYLE,12.0,26.0,38.0,7.0,True,False,VERB,False,False,False,False,False
3731,bollywood,GENRE/STYLE,15.0,7.0,22.0,9.0,True,False,NOUN,False,False,False,False,False
4142,bubblegum,GENRE/STYLE,28.0,8.0,36.0,9.0,True,False,VERB,False,False,False,False,False
4146,bubblegum pop,GENRE/STYLE,14.0,5.0,19.0,13.0,True,False,"NOUN, NOUN",False,False,False,False,False
21965,trap,GENRE/STYLE,588.0,361.0,949.0,4.0,True,False,VERB,False,False,False,False,False
3686,blues rock,GENRE/STYLE,44.0,215.0,259.0,10.0,True,False,"NOUN, NOUN",False,False,False,False,False
21968,trap background,GENRE/STYLE,10.0,0.0,10.0,15.0,True,False,"NOUN, NOUN",False,False,False,False,False
3672,blues,GENRE/STYLE,375.0,203.0,578.0,5.0,True,False,NOUN,False,False,False,False,False
21936,trance,GENRE/STYLE,241.0,246.0,487.0,6.0,True,False,NOUN,False,False,False,False,False
4337,caribbean music,GENRE/STYLE,0.0,108.0,108.0,15.0,True,False,"ADJ, NOUN",False,False,False,False,False
3663,bluegrass,GENRE/STYLE,73.0,79.0,152.0,9.0,True,False,ADP,False,False,False,False,False
