,tags,LABEL,count_suno,count_udio,total,length,is_genre,is_instrument,POS,is_voice,is_bpm,is_year,is_key,is_structure
3662,blue-eyed soul,GENRE/STYLE,5.0,48.0,53.0,14.0,True,False,"ADJ, PUNCT, ADJ, NOUN",False,False,False,False,False
3574,black metal,GENRE/STYLE,34.0,27.0,61.0,11.0,True,False,"ADJ, NOUN",False,False,False,False,False
22090,tropical,GENRE/STYLE,58.0,69.0,127.0,8.0,True,False,ADJ,False,False,False,False,False
4232,cabaret,GENRE/STYLE,12.0,6.0,18.0,7.0,True,False,VERB,False,False,False,False,False
3541,bitpop,GENRE/STYLE,2.0,20.0,22.0,6.0,True,False,VERB,False,False,False,False,False
4085,broadway,GENRE/STYLE,19.0,19.0,38.0,8.0,True,False,ADV,False,False,False,False,False
4079,britpop,GENRE/STYLE,21.0,58.0,79.0,7.0,True,False,VERB,False,False,False,False,False
22047,trip hop,GENRE/STYLE,52.0,150.0,202.0,8.0,True,False,"NOUN, NOUN",False,False,False,False,False
3953,breakcore,GENRE/STYLE,16.0,5.0,21.0,9.0,True,False,VERB,False,False,False,False,True
22038,tribal house,GENRE/STYLE,6.0,5.0,11.0,12.0,True,False,"PROPN, PROPN",False,False,False,False,False
3802,bounce,GENRE/STYLE,41.0,7.0,48.0,6.0,True,False,NOUN,False,False,False,False,False
3787,bossa nova,GENRE/STYLE,103.0,15.0,118.0,10.0,True,False,"VERB, PROPN",False,False,False,False,False
3759,boom bap,GENRE/STYLE,37.0,134.0,171.0,8.0,True,False,"PROPN, PROPN",False,False,False,False,False
4084,bro-country,GENRE/STYLE,0.0,38.0,38.0,11.0,True,False,"PROPN, PUNCT, NOUN",False,False,False,False,False
21995,trap soul,GENRE/STYLE,2.0,18.0,20.0,9.0,True,False,"NOUN, NOUN",False,False,False,False,False
3750,boogie,GENRE/STYLE,7.0,30.0,37.0,6.0,True,False,NOUN,False,False,False,False,False
21990,trap rap,GENRE/STYLE,10.0,7.0,17.0,8.0,True,False,"PROPN, NOUN",False,False,False,False,False
4026,brit pop,GENRE/STYLE,5.0,5.0,10.0,8.0,True,False,"PROPN, VERB",False,False,False,False,False
21986,trap metal,GENRE/STYLE,4.0,14.0,18.0,10.0,True,False,"NOUN, NOUN",False,False,False,False,False
4072,british rock,GENRE/STYLE,10.0,9.0,19.0,12.0,True,False,"PROPN, NOUN",False,False,False,False,False
21975,trap edm,GENRE/STYLE,8.0,36.0,44.0,8.0,True,False,"VERB, PROPN",False,False,False,False,False
3754,boogie rock,GENRE/STYLE,0.0,20.0,20.0,11.0,True,False,"PROPN, NOUN",False,False,False,False,False
3535,bit music,GENRE/STYLE,0.0,18.0,18.0,9.0,True,False,"NOUN, NOUN",False,False,False,False,False
21914,traditional pop,GENRE/STYLE,6.0,59.0,65.0,15.0,True,False,"ADJ, NOUN",False,False,False,False,False
21876,traditional country,GENRE/STYLE,5.0,35.0,40.0,19.0,True,False,"ADJ, NOUN",False,False,False,False,False
4641,chicago blues,GENRE/STYLE,6.0,31.0,37.0,13.0,True,False,"PROPN, NOUN",False,False,False,False,False
4675,children's music,GENRE/STYLE,12.0,16.0,28.0,16.0,True,False,"NOUN, PART, NOUN",False,False,False,False,False
21410,techno,GENRE/STYLE,365.0,106.0,471.0,6.0,True,False,NOUN,False,False,False,False,False
21398,technical death metal,GENRE/STYLE,5.0,9.0,14.0,21.0,True,False,"ADJ, NOUN, NOUN",False,False,False,False,False
4759,chillout,GENRE/STYLE,27.0,165.0,192.0,8.0,True,False,NOUN,False,False,False,False,False
4762,chillstep,GENRE/STYLE,28.0,10.0,38.0,9.0,True,False,NOUN,False,False,False,False,False
21493,television music,GENRE/STYLE,0.0,37.0,37.0,16.0,True,False,"NOUN, NOUN",False,False,False,False,False
4769,chillwave,GENRE/STYLE,49.0,62.0,111.0,9.0,True,False,NOUN,False,False,False,False,False
4851,choral,GENRE/STYLE,43.0,55.0,98.0,6.0,True,False,ADJ,False,False,False,False,False
4861,choral symphony,GENRE/STYLE,1.0,9.0,10.0,15.0,True,False,"ADJ, NOUN",False,False,False,False,False
22171,turntablism,GENRE/STYLE,15.0,6.0,21.0,11.0,True,False,ADV,False,False,False,False,False
21392,tech trance,GENRE/STYLE,1.0,32.0,33.0,11.0,True,False,"NOUN, NOUN",False,False,False,False,False
22245,uk drill,GENRE/STYLE,47.0,9.0,56.0,8.0,True,False,"PROPN, PROPN",False,False,False,False,False
21386,tech house,GENRE/STYLE,26.0,86.0,112.0,10.0,True,False,"PROPN, NOUN",False,False,False,False,False
4808,chiptune,GENRE/STYLE,33.0,43.0,76.0,8.0,True,False,PROPN,False,False,False,False,False
3383,bebop,GENRE/STYLE,6.0,7.0,13.0,5.0,True,False,PROPN,False,False,False,False,False
21542,terrorcore,GENRE/STYLE,0.0,12.0,12.0,10.0,True,False,VERB,False,False,False,False,False
3393,bedroom pop,GENRE/STYLE,51.0,14.0,65.0,11.0,True,False,"NOUN, NOUN",False,False,False,False,False
3495,big room house,GENRE/STYLE,2.0,30.0,32.0,14.0,True,False,"ADJ, NOUN, NOUN",False,False,False,False,False
22094,tropical house,GENRE/STYLE,38.0,59.0,97.0,14.0,True,False,"ADJ, NOUN",False,False,False,False,False
21749,thug rap,GENRE/STYLE,0.0,10.0,10.0,8.0,True,False,"PROPN, PROPN",False,False,False,False,False
3464,big band,GENRE/STYLE,41.0,108.0,149.0,8.0,True,False,"ADJ, NOUN",False,False,False,False,False
21725,thrash metal,GENRE/STYLE,38.0,81.0,119.0,12.0,True,False,"VERB, NOUN",False,False,False,False,False
3458,bhm,GENRE/STYLE,0.0,13.0,13.0,3.0,False,False,PROPN,False,False,False,False,False
4487,ccm,GENRE/STYLE,1.0,15.0,16.0,3.0,True,False,NOUN,False,False,False,False,False
4517,celtic,GENRE/STYLE,65.0,25.0,90.0,6.0,True,False,ADJ,False,False,False,False,False
4523,celtic folk,GENRE/STYLE,8.0,17.0,25.0,11.0,True,False,"ADJ, NOUN",False,False,False,False,False
4525,celtic folk music,GENRE/STYLE,0.0,26.0,26.0,17.0,True,False,"ADJ, NOUN, NOUN",False,False,False,False,False
4535,celtic punk,GENRE/STYLE,5.0,8.0,13.0,11.0,True,False,"PROPN, NOUN",False,False,False,False,False
4537,celtic rock,GENRE/STYLE,6.0,8.0,14.0,11.0,True,False,"ADJ, NOUN",False,False,False,False,False
4553,chamber folk,GENRE/STYLE,1.0,9.0,10.0,12.0,True,False,"PROPN, NOUN",False,False,False,False,False
4556,chamber music,GENRE/STYLE,3.0,19.0,22.0,13.0,True,False,"NOUN, NOUN",False,False,False,False,False
4557,chamber pop,GENRE/STYLE,8.0,77.0,85.0,11.0,True,False,"PROPN, NOUN",False,False,False,False,False
5597,country rock,GENRE/STYLE,72.0,210.0,282.0,12.0,True,False,"PROPN, NOUN",False,False,False,False,False
5602,country soul,GENRE/STYLE,0.0,11.0,11.0,12.0,True,False,"NOUN, NOUN",False,False,False,False,False
2130,ambient techno,GENRE/STYLE,12.0,24.0,36.0,14.0,True,False,"ADJ, NOUN",False,False,False,False,False
2032,alternative/indie rock,GENRE/STYLE,0.0,17.0,17.0,22.0,True,False,"ADJ, SYM, NOUN, NOUN",False,False,False,False,False
1465,acid,GENRE/STYLE,12.0,0.0,12.0,4.0,False,False,NOUN,False,False,False,False,False
6903,djent,GENRE/STYLE,46.0,64.0,110.0,5.0,True,False,PROPN,False,False,False,False,False
6912,dnb,GENRE/STYLE,16.0,5.0,21.0,3.0,False,False,PROPN,False,False,False,False,False
1426,acapella,GENRE/STYLE,25.0,16.0,41.0,8.0,True,False,NOUN,False,False,False,False,False
1415,abstract hip hop,GENRE/STYLE,5.0,12.0,17.0,16.0,True,False,"ADJ, NOUN, NOUN",False,False,False,False,False
20623,string quartet,GENRE/STYLE,5.0,11.0,16.0,14.0,True,False,"NOUN, NOUN",False,False,False,False,False
6886,dixieland,GENRE/STYLE,4.0,24.0,28.0,9.0,True,False,VERB,False,False,False,False,False
6949,doo wop,GENRE/STYLE,19.0,9.0,28.0,7.0,True,False,"VERB, NOUN",False,False,False,False,False
1412,abstract,GENRE/STYLE,12.0,39.0,51.0,8.0,True,False,ADJ,False,False,False,False,False
6963,doom metal,GENRE/STYLE,32.0,41.0,73.0,10.0,True,False,"PROPN, NOUN",False,False,False,False,False
20565,stoner rock,GENRE/STYLE,14.0,37.0,51.0,11.0,True,False,"PROPN, NOUN",False,False,False,False,False
7015,downtempo,GENRE/STYLE,48.0,244.0,292.0,9.0,True,False,VERB,False,False,False,False,False
7029,drama,GENRE/STYLE,7.0,5.0,12.0,5.0,True,False,NOUN,False,False,False,False,False
1037,a cappella,GENRE/STYLE,36.0,6.0,42.0,10.0,True,False,"DET, NOUN",False,False,False,False,False
6950,doo-wop,GENRE/STYLE,19.0,39.0,58.0,7.0,True,False,"PROPN, PUNCT, NOUN",False,False,False,False,False
20562,stoner metal,GENRE/STYLE,6.0,15.0,21.0,12.0,True,False,"PROPN, NOUN",False,False,False,False,False
1473,acid house,GENRE/STYLE,14.0,11.0,25.0,10.0,True,False,"PROPN, NOUN",False,False,False,False,False
1481,acid rock,GENRE/STYLE,4.0,12.0,16.0,9.0,True,False,"PROPN, NOUN",False,False,False,False,False
6706,didgeridoo,GENRE/STYLE,17.0,0.0,17.0,10.0,True,False,VERB,False,False,False,False,False
6721,digital dancehall,GENRE/STYLE,0.0,10.0,10.0,17.0,True,False,"PROPN, PROPN",False,False,False,False,False
20874,sunshine pop,GENRE/STYLE,3.0,10.0,13.0,12.0,True,False,"VERB, VERB",False,False,False,False,False
1712,african music,GENRE/STYLE,1.0,13.0,14.0,13.0,True,False,"ADJ, NOUN",False,False,False,False,False
6762,disco,GENRE/STYLE,276.0,205.0,481.0,5.0,True,False,PROPN,False,False,False,False,False
22915,vocal jazz,GENRE/STYLE,7.0,87.0,94.0,10.0,True,False,"ADJ, NOUN",True,False,False,False,False
1477,acid jazz,GENRE/STYLE,20.0,14.0,34.0,9.0,True,False,"NOUN, NOUN",False,False,False,False,False
1667,adult contemporary,GENRE/STYLE,15.0,171.0,186.0,18.0,True,False,"PROPN, PROPN",False,False,False,False,False
5609,country-pop,GENRE/STYLE,4.0,6.0,10.0,11.0,True,False,"NOUN, PUNCT, NOUN",False,False,False,False,False
1569,acoustic pop,GENRE/STYLE,19.0,1.0,20.0,12.0,True,False,"ADJ, NOUN",False,False,False,False,False
1501,acoustic blues,GENRE/STYLE,6.0,13.0,19.0,14.0,True,False,"ADJ, NOUN",False,False,False,False,False
1497,acoustic ballad,GENRE/STYLE,10.0,1.0,11.0,15.0,True,False,"PROPN, PROPN",False,False,False,False,False
22960,vocaloid,GENRE/STYLE,140.0,22.0,162.0,8.0,True,False,VERB,True,False,False,False,False
1485,acid techno,GENRE/STYLE,6.0,14.0,20.0,11.0,True,False,"ADJ, NOUN",False,False,False,False,False
22943,vocal trance,GENRE/STYLE,12.0,36.0,48.0,12.0,True,False,"PROPN, NOUN",True,False,False,False,False
6657,desert rock,GENRE/STYLE,0.0,10.0,10.0,11.0,True,False,"NOUN, NOUN",False,False,False,False,False
7076,dream pop,GENRE/STYLE,88.0,183.0,271.0,9.0,True,False,"NOUN, NOUN",False,False,False,False,False
848,80s rock,GENRE/STYLE,9.0,4.0,13.0,8.0,True,False,"NOUN, NOUN",False,False,False,False,False
7542,east coast rap,GENRE/STYLE,2.0,23.0,25.0,14.0,True,False,"PROPN, PROPN, PROPN",False,False,False,False,False
23228,western classical music,GENRE/STYLE,0.0,197.0,197.0,23.0,True,False,"ADJ, ADJ, NOUN",False,False,False,False,False
7550,easy listening,GENRE/STYLE,17.0,36.0,53.0,14.0,True,False,"ADJ, VERB",False,False,False,False,False
7559,ebm,GENRE/STYLE,10.0,32.0,42.0,3.0,True,False,NOUN,False,False,False,False,False
20357,speed metal,GENRE/STYLE,28.0,47.0,75.0,11.0,True,False,"VERB, NOUN",False,False,False,False,False
23376,witch house,GENRE/STYLE,77.0,15.0,92.0,11.0,True,False,"PROPN, NOUN",False,False,False,False,False
7540,east coast hip hop,GENRE/STYLE,2.0,206.0,208.0,18.0,True,False,"PROPN, PROPN, PROPN, NOUN",False,False,False,False,False
23558,wonky,GENRE/STYLE,3.0,13.0,16.0,5.0,True,False,ADJ,False,False,False,False,False
7604,edm,GENRE/STYLE,832.0,122.0,954.0,3.0,True,False,PROPN,False,False,False,False,False
20291,spacesynth,GENRE/STYLE,1.0,12.0,13.0,10.0,True,False,ADV,False,False,False,False,False
20283,space rock,GENRE/STYLE,19.0,14.0,33.0,10.0,True,False,"NOUN, NOUN",False,False,False,False,False
23577,world music,GENRE/STYLE,6.0,10.0,16.0,11.0,True,False,"NOUN, NOUN",False,False,False,False,False
23581,worship,GENRE/STYLE,19.0,5.0,24.0,7.0,True,False,VERB,False,False,False,False,False
247,16-bit,GENRE/STYLE,9.0,2.0,11.0,6.0,True,False,"NUM, PUNCT, NOUN",False,False,False,False,False
20300,spaghetti western,GENRE/STYLE,5.0,11.0,16.0,17.0,True,False,"NOUN, ADJ",False,False,False,False,False
20554,stomp and holler,GENRE/STYLE,0.0,11.0,11.0,16.0,True,False,"ADJ, CCONJ, VERB",False,False,False,False,False
20369,speedcore,GENRE/STYLE,21.0,2.0,23.0,9.0,True,False,NOUN,False,False,False,False,False
23221,west coast hip hop,GENRE/STYLE,6.0,93.0,99.0,18.0,True,False,"PROPN, PROPN, PROPN, NOUN",False,False,False,False,False
7161,drift phonk,GENRE/STYLE,1.0,32.0,33.0,11.0,True,False,"NOUN, ADJ",False,False,False,False,False
7164,drill,GENRE/STYLE,65.0,6.0,71.0,5.0,True,False,NOUN,False,False,False,False,False
23075,wall of sound,GENRE/STYLE,2.0,78.0,80.0,13.0,True,False,"PROPN, ADP, NOUN",False,False,False,False,False
23077,waltz,GENRE/STYLE,9.0,5.0,14.0,5.0,False,False,NOUN,False,False,False,False,False
7206,drone,GENRE/STYLE,13.0,30.0,43.0,5.0,True,False,NOUN,False,False,False,False,False
773,808,GENRE/STYLE,18.0,2.0,20.0,3.0,True,False,NUM,False,False,True,False,False
23222,west coast rap,GENRE/STYLE,1.0,15.0,16.0,14.0,True,False,"PROPN, PROPN, PROPN",False,False,False,False,False
728,8-bit,GENRE/STYLE,16.0,8.0,24.0,5.0,True,False,"NUM, PUNCT, NOUN",False,False,False,False,False
7336,drumstep,GENRE/STYLE,5.0,13.0,18.0,8.0,False,False,PROPN,False,False,False,False,False
7352,dub,GENRE/STYLE,49.0,55.0,104.0,3.0,True,False,PROPN,False,False,False,False,False
7358,dub techno,GENRE/STYLE,9.0,8.0,17.0,10.0,True,False,"PROPN, NOUN",False,False,False,False,False
7364,dubstep,GENRE/STYLE,334.0,79.0,413.0,7.0,True,False,NOUN,False,False,False,False,False
23139,wave,GENRE/STYLE,69.0,6.0,75.0,4.0,True,False,NOUN,False,False,False,False,False
20401,spoken word,GENRE/STYLE,45.0,53.0,98.0,11.0,True,False,"VERB, NOUN",False,False,False,False,False
23131,water,GENRE/STYLE,10.0,1.0,11.0,5.0,True,False,NOUN,False,False,False,False,False
20903,surf,GENRE/STYLE,24.0,9.0,33.0,4.0,False,False,PROPN,False,False,False,False,False
1574,acoustic rock,GENRE/STYLE,27.0,88.0,115.0,13.0,True,False,"ADJ, NOUN",False,False,False,False,False
22052,trip-hop,GENRE/STYLE,33.0,13.0,46.0,8.0,True,False,"NOUN, PUNCT, NOUN",False,False,False,False,False
1997,alternative pop,GENRE/STYLE,28.0,16.0,44.0,15.0,True,False,"ADJ, NOUN",False,False,False,False,False
6363,death,GENRE/STYLE,6.0,125.0,131.0,5.0,False,False,NOUN,False,False,False,False,False
6344,darkwave,GENRE/STYLE,56.0,27.0,83.0,8.0,False,False,VERB,False,False,False,False,False
1950,alternative,GENRE/STYLE,263.0,51.0,314.0,11.0,True,False,NOUN,False,False,False,False,False
5870,cyberpunk rhythms,GENRE/STYLE,12.0,0.0,12.0,17.0,True,False,"NOUN, NOUN",False,False,False,False,False
6341,darksynth,GENRE/STYLE,12.0,32.0,44.0,9.0,True,False,PROPN,False,False,False,False,False
6317,dark witch house,GENRE/STYLE,3.0,9.0,12.0,16.0,True,False,"PROPN, PROPN, NOUN",False,False,False,False,False
1987,alternative metal,GENRE/STYLE,69.0,423.0,492.0,17.0,True,False,"ADJ, NOUN",False,False,False,False,False
6312,dark wave,GENRE/STYLE,30.0,27.0,57.0,9.0,True,False,"PROPN, NOUN",False,False,False,False,False
6293,dark trap,GENRE/STYLE,9.0,1.0,10.0,9.0,True,False,"PROPN, NOUN",False,False,False,False,False
1959,alternative dance,GENRE/STYLE,8.0,78.0,86.0,17.0,True,False,"ADJ, NOUN",False,False,False,False,False
5917,dance,GENRE/STYLE,662.0,940.0,1602.0,5.0,True,False,VERB,False,False,False,False,False
6247,dark rock,GENRE/STYLE,12.0,1.0,13.0,9.0,True,False,"PROPN, NOUN",False,False,False,False,False
1940,alte,GENRE/STYLE,11.0,0.0,11.0,4.0,True,False,PROPN,False,False,False,False,False
6224,dark pop,GENRE/STYLE,79.0,9.0,88.0,8.0,True,False,"ADJ, NOUN",False,False,False,False,False
5953,dance rock,GENRE/STYLE,7.0,3.0,10.0,10.0,True,False,"NOUN, NOUN",False,False,False,False,False
6203,dark metal,GENRE/STYLE,7.0,3.0,10.0,10.0,True,False,"ADJ, NOUN",False,False,False,False,False
6171,dark house,GENRE/STYLE,11.0,0.0,11.0,10.0,True,False,"PROPN, PROPN",False,False,False,False,False
5962,dance-pop,GENRE/STYLE,65.0,1028.0,1093.0,9.0,True,False,"NOUN, PUNCT, NOUN",False,False,False,False,False
6117,dark electronic rock,GENRE/STYLE,13.0,0.0,13.0,20.0,True,False,"ADJ, ADJ, NOUN",False,False,False,False,False
1966,alternative folk,GENRE/STYLE,8.0,2.0,10.0,16.0,True,False,"ADJ, NOUN",False,False,False,False,False
5967,dance-punk,GENRE/STYLE,1.0,26.0,27.0,10.0,True,False,"NOUN, PUNCT, NOUN",False,False,False,False,False
6109,dark electro,GENRE/STYLE,9.0,16.0,25.0,12.0,True,False,"PROPN, PROPN",False,False,False,False,False
21053,symphonic black metal,GENRE/STYLE,9.0,6.0,15.0,21.0,True,False,"ADJ, ADJ, NOUN",False,False,False,False,False
6085,dark country,GENRE/STYLE,9.0,3.0,12.0,12.0,True,False,"PROPN, NOUN",False,False,False,False,False
6073,dark cabaret,GENRE/STYLE,7.0,13.0,20.0,12.0,True,False,"ADJ, NOUN",False,False,False,False,False
1974,alternative hip hop,GENRE/STYLE,18.0,21.0,39.0,19.0,True,False,"PROPN, NOUN, NOUN",False,False,False,False,False
6028,dark ambient,GENRE/STYLE,30.0,45.0,75.0,12.0,True,False,"PROPN, NOUN",False,False,False,False,False
5948,dance pop,GENRE/STYLE,163.0,20.0,183.0,9.0,True,False,"NOUN, NOUN",False,False,False,False,False
5984,dancehall,GENRE/STYLE,33.0,58.0,91.0,9.0,True,False,PROPN,False,False,False,False,False
5864,cyberpunk,GENRE/STYLE,79.0,30.0,109.0,9.0,True,False,VERB,False,False,False,False,False
6369,death metal,GENRE/STYLE,67.0,75.0,142.0,11.0,True,False,"NOUN, NOUN",False,False,False,False,False
2030,alternative/indie,GENRE/STYLE,13.0,2.0,15.0,17.0,True,False,"ADJ, SYM, NOUN",False,False,False,False,False
20912,surf rock,GENRE/STYLE,23.0,17.0,40.0,9.0,True,False,"PROPN, PROPN",False,False,False,False,False
6607,delta blues,GENRE/STYLE,24.0,35.0,59.0,11.0,True,False,"PROPN, NOUN",False,False,False,False,False
1835,aggrotech,GENRE/STYLE,4.0,7.0,11.0,9.0,True,False,PROPN,False,False,False,False,False
21096,symphony,GENRE/STYLE,29.0,18.0,47.0,8.0,True,False,NOUN,False,False,False,False,False
1852,ai,GENRE/STYLE,12.0,2.0,14.0,2.0,True,False,VERB,False,False,False,False,False
1877,album rock,GENRE/STYLE,0.0,28.0,28.0,10.0,True,False,"PROPN, NOUN",False,False,False,False,False
2010,alternative rock,GENRE/STYLE,354.0,1616.0,1970.0,16.0,True,False,"ADJ, NOUN",False,False,False,False,False
5859,cyber metal,GENRE/STYLE,2.0,12.0,14.0,11.0,True,False,"NOUN, NOUN",False,False,False,False,False
1923,alt rock,GENRE/STYLE,25.0,6.0,31.0,8.0,True,False,"VERB, NOUN",False,False,False,False,False
1924,alt-country,GENRE/STYLE,5.0,69.0,74.0,11.0,True,False,"ADJ, PUNCT, NOUN",False,False,False,False,False
2006,alternative r&b,GENRE/STYLE,28.0,86.0,114.0,15.0,True,False,"ADJ, PROPN",False,False,False,False,False
21087,symphonic rock,GENRE/STYLE,34.0,83.0,117.0,14.0,True,False,"ADJ, NOUN",False,False,False,False,False
6381,deathcore,GENRE/STYLE,32.0,26.0,58.0,9.0,True,False,ADV,False,False,False,False,False
21067,symphonic metal,GENRE/STYLE,69.0,268.0,337.0,15.0,True,False,"ADJ, NOUN",False,False,False,False,False
6541,deep soul,GENRE/STYLE,2.0,15.0,17.0,9.0,True,False,"ADJ, NOUN",False,False,False,False,False
21082,symphonic power metal,GENRE/STYLE,9.0,4.0,13.0,21.0,True,False,"ADJ, NOUN, NOUN",False,False,False,False,False
21020,swing,GENRE/STYLE,239.0,113.0,352.0,5.0,True,False,NOUN,False,False,False,False,False
21050,symphonic,GENRE/STYLE,146.0,63.0,209.0,9.0,True,False,PROPN,False,False,False,False,False
6477,deep house,GENRE/STYLE,115.0,129.0,244.0,10.0,True,False,"ADJ, NOUN",False,False,False,False,False
5786,crunk,GENRE/STYLE,14.0,30.0,44.0,5.0,True,False,VERB,False,False,False,False,False
21085,symphonic prog,GENRE/STYLE,0.0,35.0,35.0,14.0,True,False,"ADJ, NOUN",False,False,False,False,False
1929,alt-pop,GENRE/STYLE,19.0,70.0,89.0,7.0,True,False,"ADJ, PUNCT, NOUN",False,False,False,False,False
20948,swamp rock,GENRE/STYLE,4.0,6.0,10.0,10.0,True,False,"PROPN, NOUN",False,False,False,False,False
1932,alt-rock,GENRE/STYLE,12.0,7.0,19.0,8.0,True,False,"ADJ, PUNCT, NOUN",False,False,False,False,False
13575,liquid drum and bass,INSTRUMENT,18.0,19.0,37.0,20.0,True,True,"ADJ, NOUN, CCONJ, NOUN",False,False,False,False,False
23605,xylophone,INSTRUMENT,17.0,4.0,21.0,9.0,False,True,NOUN,False,False,False,False,False
22083,trombone,INSTRUMENT,18.0,11.0,29.0,8.0,False,True,VERB,False,False,False,False,False
13527,light percussion,INSTRUMENT,12.0,1.0,13.0,16.0,False,True,"ADJ, NOUN",False,False,False,False,False
13454,lead guitar,INSTRUMENT,7.0,6.0,13.0,11.0,False,True,"PROPN, PROPN",False,False,False,False,False
2044,alto saxophone,INSTRUMENT,0.0,13.0,13.0,14.0,False,True,"PROPN, NOUN",True,False,False,False,False
3216,bass music,INSTRUMENT,10.0,7.0,17.0,10.0,True,True,"NOUN, NOUN",False,False,False,False,False
16627,piano pop,INSTRUMENT,9.0,6.0,15.0,9.0,True,True,"NOUN, NOUN",False,False,False,False,False
3207,bass house,INSTRUMENT,23.0,21.0,44.0,10.0,True,True,"PROPN, NOUN",False,False,False,False,False
3200,bass guitar,INSTRUMENT,62.0,51.0,113.0,11.0,False,True,"PROPN, PROPN",False,False,False,False,False
22843,violins,INSTRUMENT,27.0,4.0,31.0,7.0,False,True,NOUN,False,False,False,False,False
22804,violin,INSTRUMENT,427.0,123.0,550.0,6.0,True,True,NOUN,False,False,False,False,False
22794,viola,INSTRUMENT,7.0,3.0,10.0,5.0,True,True,PROPN,False,False,False,False,False
3181,bass boosted,INSTRUMENT,14.0,0.0,14.0,12.0,False,True,"NOUN, VERB",False,False,False,False,False
3171,bass,INSTRUMENT,1115.0,129.0,1244.0,4.0,False,True,NOUN,False,False,False,False,False
14333,marimba,INSTRUMENT,14.0,1.0,15.0,7.0,True,True,VERB,False,False,False,False,False
1524,acoustic guitar,INSTRUMENT,319.0,205.0,524.0,15.0,False,True,"PROPN, PROPN",False,False,False,False,False
3101,banjo,INSTRUMENT,70.0,7.0,77.0,5.0,True,True,NOUN,False,False,False,False,False
14302,mandolin,INSTRUMENT,14.0,6.0,20.0,8.0,True,True,PROPN,False,False,False,False,False
22127,trumpets,INSTRUMENT,16.0,8.0,24.0,8.0,False,True,NOUN,False,False,False,False,False
1443,accordion,INSTRUMENT,39.0,6.0,45.0,9.0,True,True,NOUN,False,False,False,False,False
3037,bagpipes,INSTRUMENT,13.0,1.0,14.0,8.0,False,True,NOUN,False,False,False,False,False
22116,trumpet,INSTRUMENT,75.0,39.0,114.0,7.0,False,True,NOUN,False,False,False,False,False
22276,ukulele,INSTRUMENT,35.0,10.0,45.0,7.0,True,True,PROPN,False,False,False,False,False
2880,atmospheric synths,INSTRUMENT,8.0,2.0,10.0,18.0,False,True,"ADJ, NOUN",False,False,False,False,False
16233,orchestral strings,INSTRUMENT,8.0,2.0,10.0,18.0,True,True,"ADJ, NOUN",False,False,False,False,False
16249,organ,INSTRUMENT,48.0,20.0,68.0,5.0,False,True,VERB,False,False,False,False,False
3426,bells,INSTRUMENT,16.0,4.0,20.0,5.0,True,True,NOUN,False,False,False,False,False
3230,bass synthesizer,INSTRUMENT,0.0,10.0,10.0,16.0,True,True,"NOUN, NOUN",False,False,False,False,False
15055,minimal synth,INSTRUMENT,5.0,6.0,11.0,13.0,True,True,"ADJ, ADJ",False,False,False,False,False
16382,pan flute,INSTRUMENT,4.0,6.0,10.0,9.0,False,True,"PROPN, NOUN",False,False,False,False,False
13931,lute,INSTRUMENT,37.0,12.0,49.0,4.0,True,True,VERB,False,False,False,False,False
774,808 bass,INSTRUMENT,12.0,2.0,14.0,8.0,True,True,"NUM, NOUN",False,False,False,False,False
16478,percussion,INSTRUMENT,46.0,17.0,63.0,10.0,False,True,NOUN,False,False,False,False,False
16569,piano,INSTRUMENT,1029.0,302.0,1331.0,5.0,False,True,NOUN,False,False,False,False,False
16635,piano rock,INSTRUMENT,17.0,90.0,107.0,10.0,True,True,"PROPN, NOUN",False,False,False,False,False
22998,vocoder,INSTRUMENT,16.0,14.0,30.0,7.0,False,True,NOUN,False,False,False,False,False
7760,electric guitar,INSTRUMENT,321.0,287.0,608.0,15.0,False,True,"PROPN, PROPN",False,False,False,False,False
11880,horn,INSTRUMENT,5.0,7.0,12.0,4.0,False,True,NOUN,False,False,False,False,False
11054,hard bass,INSTRUMENT,19.0,2.0,21.0,9.0,True,True,"ADJ, NOUN",False,False,False,False,False
21157,synth funk,INSTRUMENT,4.0,82.0,86.0,10.0,True,True,"ADJ, NOUN",False,False,False,False,False
21176,synth pop,INSTRUMENT,64.0,19.0,83.0,9.0,True,True,"ADJ, NOUN",False,False,False,False,False
21180,synth punk,INSTRUMENT,3.0,11.0,14.0,10.0,True,True,"ADJ, NOUN",False,False,False,False,False
21182,synth rock,INSTRUMENT,11.0,11.0,22.0,10.0,True,True,"ADJ, NOUN",False,False,False,False,False
21205,synth-pop,INSTRUMENT,111.0,237.0,348.0,9.0,True,True,"ADJ, PUNCT, NOUN",False,False,False,False,False
11185,harmonica,INSTRUMENT,40.0,4.0,44.0,9.0,False,False,PROPN,False,False,False,False,False
20629,strings,INSTRUMENT,109.0,92.0,201.0,7.0,False,True,NOUN,False,False,False,False,False
20652,strong bass,INSTRUMENT,10.0,0.0,10.0,11.0,False,True,"ADJ, NOUN",False,False,False,False,False
18904,saxophone,INSTRUMENT,149.0,75.0,224.0,9.0,False,True,NOUN,False,False,False,False,False
11239,harpsichord,INSTRUMENT,6.0,6.0,12.0,11.0,True,True,NOUN,False,False,False,False,False
9683,flutes,INSTRUMENT,12.0,2.0,14.0,6.0,False,True,NOUN,False,False,False,False,False
